Plot_ID,Block_Num,Treatment,Interspace_Num,Transect_Num,Year,Date,Initials_1,Initials_2,Azimuth,Bare_Class,Litter_Class,An_Grass_Class,Per_Grass_Class,An_Forb_Class,Per_Forb_Class,Shrub_Class,Subshrub_Class,Random_1,Random_2,Random_3,Random_4,Notes,Gravel_Class,An_Forb_Seedling_count,Grazed_Ungrazed
16C_I4,16,Control,4,2,2021,9/23/2021,AI,RS,N/A,2,2,2,2,4,2,1,0,1,3,7,9,,0,N/A,N/A
16C_I4,16,Control,4,2,2022,9/30/2022,RS,N/A,N/A,4,2,1,2,2,2,0,0,8,9,12,14,,0,N/A,Ungrazed
16C_I5,16,Control,5,3,2020,10/10/2020,KR,N/A,129,4,1,0,2,0,1,0,0,5,6,9,16,,0,N/A,N/A
16C_I5,16,Control,5,3,2021,9/23/2021,RS,ELM,N/A,3,1,1,2,3,1,0,0,7,9,12,14,,0,N/A,N/A
16C_I5,16,Control,5,3,2022,9/30/2022,RS,N/A,N/A,5,2,0,2,1,1,1,0,1,4,12,13,,0,N/A,Ungrazed
16C_I6,16,Control,6,3,2020,10/10/2020,KR,AF,10,4,2,0,2,0,1,0,0,1,5,6,9,,0,N/A,N/A
16C_I6,16,Control,6,3,2021,9/23/2021,RS,ELM,N/A,2,2,3,2,2,1,0,0,7,10,11,16,,0,N/A,N/A
16C_I6,16,Control,6,3,2022,9/30/2022,RS,N/A,N/A,4,2,1,2,3,1,0,0,3,4,11,14,,0,N/A,Ungrazed
16H_I1,16,Herbicide,1,1,2020,10/13/2020,MMR,N/A,101,4,1,0,1,0,T,0,2,1,6,10,12,Adjacent to krat mound ,0,N/A,N/A
16H_I1,16,Herbicide,1,1,2021,9/23/2021,RS,ELM,N/A,5,1,2,1,2,T,0,2,4,6,11,15,,2,N/A,N/A
16H_I1,16,Herbicide,1,1,2022,9/28/2022,RS,N/A,N/A,5,2,1,1,1,1,0,0,11,14,15,16,,2,N/A,Ungrazed
16H_I2,16,Herbicide,2,1,2020,10/13/2020,MMR,N/A,110,3,2,0,3,0,1,0,0,3,5,6,12,,0,N/A,N/A
16H_I2,16,Herbicide,2,1,2021,9/23/2021,RS,ELM,N/A,2,1,2,3,2,1,0,0,1,5,12,16,,0,N/A,N/A
16H_I2,16,Herbicide,2,1,2022,9/28/2022,RS,N/A,N/A,3,2,0,3,1,1,0,0,1,3,9,15,,0,N/A,Ungrazed
16H_I3,16,Herbicide,3,2,2020,10/13/2020,MMR,AI,23,5,1,0,2,0,T,0,1,1,9,10,13,,0,N/A,N/A
16H_I3,16,Herbicide,3,2,2021,9/24/2021,RS,DH,N/A,4,1,1,2,1,1,0,0,1,6,12,16,,0,N/A,N/A
16H_I3,16,Herbicide,3,2,2022,9/28/2022,ELM,N/A,N/A,5,2,0,1,1,1,0,0,2,7,8,15,,0,N/A,Ungrazed
16H_I4,16,Herbicide,4,2,2020,10/13/2020,MMR,EM,212,4,1,0,3,0,1,0,0,4,6,9,14,,0,N/A,N/A
16H_I4,16,Herbicide,4,2,2021,9/24/2021,RS,DH,N/A,3,1,2,2,2,1,1,0,7,12,13,15,,0,N/A,N/A
16H_I4,16,Herbicide,4,2,2022,9/28/2022,RS,N/A,N/A,3,2,2,3,3,1,T,0,1,2,7,10,,0,N/A,Ungrazed
16H_I5,16,Herbicide,5,3,2020,10/10/2020,KR,NA,22,4,1,0,2,0,1,0,0,9,12,15,16,,0,N/A,N/A
16H_I5,16,Herbicide,5,3,2021,9/24/2021,MR,N/A,N/A,2,2,T,3,4,2,T,0,3,6,10,15,,0,N/A,N/A
16H_I5,16,Herbicide,5,3,2022,9/30/2022,RS,N/A,N/A,4,2,0,2,2,0,1,0,2,3,9,12,,1,N/A,Ungrazed
16H_I6,16,Herbicide,6,3,2020,10/10/2020,KR,N/A,95,4,1,0,3,0,1,0,0,5,8,10,12,,0,N/A,N/A
16H_I6,16,Herbicide,6,3,2021,9/24/2021,MR,N/A,N/A,3,1,1,2,3,1,0,0,3,4,8,10,,0,N/A,N/A
16H_I6,16,Herbicide,6,3,2022,9/30/2022,RS,N/A,N/A,4,1,0,3,0,1,0,0,3,4,10,16,,0,N/A,Ungrazed
17C_I1,17,Control,1,1,2020,9/23/2020,AI,MMR,146,6,1,0,0,0,T,0,0,4,6,10,15,,0,N/A,N/A
17C_I1,17,Control,1,1,2021,9/18/2021,RS,N/A,N/A,5,1,1,T,2,1,0,0,1,3,7,12,,0,N/A,N/A
17C_I1,17,Control,1,1,2022,9/20/2022,RS,N/A,N/A,6,1,0,0,1,1,0,0,2,3,5,8,,0,N/A,Ungrazed
17C_I2,17,Control,2,1,2020,9/23/2020,RS,N/A,231,5,1,0,1,0,1,0,0,12,13,14,16,,0,N/A,N/A
17C_I2,17,Control,2,1,2021,9/18/2021,RS,N/A,N/A,5,1,1,1,1,2,0,0,3,4,15,16,,0,N/A,N/A
17C_I2,17,Control,2,1,2022,9/20/2022,RS,N/A,N/A,5,1,0,0,T,2,0,0,2,7,8,12,,1,N/A,Ungrazed
17C_I3,17,Control,3,2,2020,9/23/2020,RS,N/A,73,5,1,0,1,0,1,1,0,2,3,9,16,,0,N/A,N/A
17C_I3,17,Control,3,2,2021,9/21/2021,MR,ELM,N/A,4,1,2,1,1,2,1,0,3,4,8,12,Sampled in Northeast corner instead of Southeast,0,N/A,N/A
17C_I3,17,Control,3,2,2022,9/20/2022,RS,N/A,N/A,5,1,0,0,T,2,1,0,3,11,12,13,,0,N/A,Ungrazed
17C_I4,17,Control,4,2,2020,9/23/2020,RS,N/A,27,6,T,0,T,0,1,0,0,2,13,14,16,,0,N/A,N/A
17C_I4,17,Control,4,2,2021,9/21/2021,MR,DH,N/A,4,1,2,1,1,2,T,0,7,8,11,14,Sampled in Northeast corner instead of Southeast,0,N/A,N/A
17C_I4,17,Control,4,2,2022,9/20/2022,RS,N/A,N/A,5,1,0,0,T,2,1,0,4,8,11,14,,0,N/A,Ungrazed
17C_I5,17,Control,5,3,2020,9/21/2020,MMR,N/A,79,4,2,0,0,0,1,2,0,1,5,14,15,,0,N/A,N/A
17C_I5,17,Control,5,3,2021,9/21/2021,RS,ELM,N/A,4,1,2,1,2,1,2,0,5,8,14,15,,0,N/A,N/A
17C_I5,17,Control,5,3,2022,9/20/2022,RS,N/A,N/A,4,2,1,2,T,1,2,0,3,5,10,15,,0,N/A,Ungrazed
17C_I6,17,Control,6,3,2020,9/21/2020,MMR,AI,71,5,1,0,1,0,1,0,2,3,4,10,15,,0,N/A,N/A
17C_I6,17,Control,6,3,2021,9/21/2021,RS,ELM,N/A,5,1,1,1,2,1,0,2,2,3,5,6,,0,N/A,N/A
17C_I6,17,Control,6,3,2022,9/20/2022,RS,N/A,N/A,5,1,0,0,0,2,1,0,6,9,10,16,,0,N/A,Ungrazed
17H_I1,17,Herbicide,1,1,2020,9/18/2020,RS,N/A,23,5,2,0,1,0,2,0,0,2,3,4,6,Litter_Class: Mainly woody litter from dead PRGL,0,N/A,N/A
17H_I1,17,Herbicide,1,1,2021,9/18/2021,RS,MR,N/A,4,2,1,0,1,3,0,0,3,4,13,16,,0,N/A,N/A
17H_I1,17,Herbicide,1,1,2022,9/21/2022,ELM,N/A,N/A,4,2,1,1,3,2,0,0,9,10,11,12,,1,N/A,Ungrazed
17H_I2,17,Herbicide,2,1,2020,9/18/2020,RS,N/A,178,5,T,0,0,0,2,0,0,2,4,5,7,,0,N/A,N/A
17H_I2,17,Herbicide,2,1,2021,9/18/2021,RS,MR,N/A,4,1,1,0,0,3,0,0,3,9,12,16,,0,N/A,N/A
17H_I2,17,Herbicide,2,1,2022,9/21/2022,RS,N/A,N/A,4,1,0,0,1,3,0,0,1,5,9,12,,0,N/A,Ungrazed
17H_I3,17,Herbicide,3,2,2020,9/21/2020,AI,MMR,53,5,1,0,0,0,2,0,0,1,3,9,12,,0,N/A,N/A
17H_I3,17,Herbicide,3,2,2021,9/18/2021,RS,N/A,N/A,3,1,3,1,2,2,0,0,2,5,6,11,"Soils quite loamy, good cores",0,N/A,N/A
17H_I3,17,Herbicide,3,2,2022,9/20/2022,RS,N/A,N/A,3,2,3,1,4,1,0,0,7,12,13,16,,0,N/A,Ungrazed
17H_I4,17,Herbicide,4,2,2020,9/21/2020,AI,MMR,24,5,T,0,0,0,T,0,0,1,5,6,7,,2,N/A,N/A
17H_I4,17,Herbicide,4,2,2021,9/18/2021,RS,N/A,N/A,6,1,0,0,0,1,0,0,2,6,8,11,,1,N/A,N/A
17H_I4,17,Herbicide,4,2,2022,9/20/2022,RS,N/A,N/A,5,1,0,0,1,0,0,0,10,11,14,15,,1,N/A,Ungrazed
17H_I5,17,Herbicide,5,3,2020,9/21/2020,RS,N/A,226,6,1,0,1,0,1,0,0,2,6,9,11,,0,N/A,N/A
17H_I5,17,Herbicide,5,3,2021,9/17/2021,SL,MR,N/A,3,1,2,1,4,2,0,0,7,10,12,15,,0,N/A,N/A
17H_I5,17,Herbicide,5,3,2022,9/20/2022,RS,N/A,N/A,4,1,2,1,3,T,0,0,2,9,12,14,,0,N/A,Ungrazed
17H_I6,17,Herbicide,6,3,2020,9/21/2020,RS,N/A,198,4,2,0,T,0,2,0,0,1,3,8,12,,0,N/A,N/A
17H_I6,17,Herbicide,6,3,2021,9/17/2021,SL,MR,N/A,3,1,2,0,3,3,T,0,6,8,13,16,,0,N/A,N/A
17H_I6,17,Herbicide,6,3,2022,9/20/2022,RS,N/A,N/A,3,1,3,1,4,T,0,0,8,10,11,14,,0,N/A,Ungrazed
18C_I1,18,Control,1,1,2020,9/18/2020,EM,N/A,158,6,1,0,0,0,0,0,0,2,4,11,12,,0,N/A,N/A
18C_I1,18,Control,1,1,2021,9/16/2021,RS,ELM,N/A,5,1,1,1,1,1,0,0,2,3,8,9,,0,N/A,N/A
18C_I1,18,Control,1,1,2022,9/21/2022,ELM,N/A,N/A,5,1,1,2,1,1,0,0,2,10,12,14,,1,N/A,Ungrazed
18C_I2,18,Control,2,1,2020,9/18/2020,EM,N/A,130,5,1,0,0,0,2,0,0,3,12,15,16,Chose azimuth in closest resonable interspace ,3,N/A,N/A
18C_I2,18,Control,2,1,2021,9/16/2021,RS,ELM,N/A,3,1,2,1,3,1,0,0,3,5,11,13,,2,N/A,N/A
18C_I2,18,Control,2,1,2022,9/21/2022,ELM,N/A,N/A,4,2,1,1,2,3,0,0,5,7,9,11,,2,N/A,Ungrazed
18C_I3,18,Control,3,2,2020,9/18/2020,MMR,N/A,215,5,1,0,1,0,2,0,0,2,5,10,13,,0,N/A,N/A
18C_I3,18,Control,3,2,2021,9/16/2021,MR,ELM,N/A,4,2,2,2,3,2,0,0,2,4,8,15,,0,N/A,N/A
18C_I3,18,Control,3,2,2022,9/21/2022,RS,N/A,N/A,4,2,1,2,1,2,0,0,5,6,8,13,,0,N/A,Ungrazed
18C_I4,18,Control,4,2,2020,9/18/2020,MMR,N/A,343,5,1,0,0,1,2,0,0,3,4,5,13,,0,N/A,N/A
18C_I4,18,Control,4,2,2021,9/16/2021,MR,N/A,N/A,3,1,1,1,3,2,T,0,1,5,12,13,,0,N/A,N/A
18C_I4,18,Control,4,2,2022,9/21/2022,RS,N/A,N/A,5,1,1,2,2,2,1,0,2,3,4,8,,0,N/A,Ungrazed
18C_I5,18,Control,5,3,2020,9/18/2020,MMR,N/A,135,5,1,0,1,T,1,0,0,1,11,14,16,,0,N/A,N/A
18C_I5,18,Control,5,3,2021,9/15/2021,RS,N/A,N/A,3,1,1,1,2,3,0,0,2,3,9,12,,0,N/A,N/A
18C_I5,18,Control,5,3,2022,9/21/2022,ELM,N/A,N/A,4,1,0,1,1,3,0,0,3,5,10,11,,0,N/A,Ungrazed
18C_I6,18,Control,6,3,2020,9/18/2020,MMR,N/A,278,5,1,0,0,T,1,0,0,3,5,10,11,,0,N/A,N/A
18C_I6,18,Control,6,3,2021,9/15/2021,RS,N/A,N/A,5,1,1,1,2,2,0,0,2,6,11,14,,0,N/A,N/A
18C_I6,18,Control,6,3,2022,9/21/2022,ELM,N/A,N/A,5,1,T,T,T,2,0,0,2,4,12,13,,1,N/A,Ungrazed
18H_I1,18,Herbicide,1,1,2020,9/18/2020,MMR,JR,57,5,2,0,0,0,1,0,0,3,6,8,16,,0,N/A,N/A
18H_I1,18,Herbicide,1,1,2021,9/16/2021,AI,MR,N/A,2,2,1,2,5,2,0,0,4,7,9,14,,0,N/A,N/A
18H_I1,18,Herbicide,1,1,2022,9/21/2022,RS,N/A,N/A,3,2,2,3,1,T,0,0,6,9,11,13,,0,N/A,Ungrazed
18H_I2,18,Herbicide,2,1,2020,9/18/2020,EM,N/A,310,6,1,0,0,0,1,0,0,2,6,14,15,,0,N/A,N/A
18H_I2,18,Herbicide,2,1,2021,9/16/2021,AI,MR,N/A,3,1,2,1,4,3,0,0,2,6,7,14,,0,N/A,N/A
18H_I2,18,Herbicide,2,1,2022,9/21/2022,RS,N/A,N/A,4,2,2,0,1,2,0,0,5,6,11,16,,0,N/A,Ungrazed
18H_I3,18,Herbicide,3,2,2020,9/16/2020,MMR,EM,38,5,1,0,1,0,2,0,0,2,3,12,13,,0,N/A,N/A
18H_I3,18,Herbicide,3,2,2021,9/16/2021,AI,MR,N/A,4,1,1,1,2,2,0,0,2,8,9,11,ELM also helped sample,0,N/A,N/A
18H_I3,18,Herbicide,3,2,2022,9/21/2022,ELM,N/A,N/A,5,2,1,2,1,1,0,0,4,5,8,14,,0,N/A,Ungrazed
18H_I4,18,Herbicide,4,2,2020,9/16/2020,MMR,EM,67,5,1,0,0,0,2,0,0,6,7,8,12,,0,N/A,N/A
18H_I4,18,Herbicide,4,2,2021,9/16/2021,AI,MR,N/A,4,1,1,2,1,2,0,0,1,4,7,11,ELM also helped sample,0,N/A,N/A
18H_I4,18,Herbicide,4,2,2022,9/21/2022,ELM,N/A,N/A,5,1,T,2,1,0,0,0,5,7,13,16,,0,N/A,Ungrazed
18H_I5,18,Herbicide,5,3,2020,9/16/2020,RS,AI,357,5,1,0,0,0,3,0,0,3,6,10,16,,0,N/A,N/A
18H_I5,18,Herbicide,5,3,2021,9/17/2021,RS,N/A,N/A,3,1,1,3,2,3,0,0,3,7,12,15,,0,N/A,N/A
18H_I5,18,Herbicide,5,3,2022,9/21/2022,RS,N/A,N/A,2,2,1,5,1,0,0,0,1,2,4,10,,0,N/A,Ungrazed
18H_I6,18,Herbicide,6,3,2020,9/16/2020,RS,AI,228,6,1,0,0,0,1,0,0,3,6,9,13,,0,N/A,N/A
18H_I6,18,Herbicide,6,3,2021,9/17/2021,RS,N/A,N/A,4,1,1,1,1,2,0,0,2,4,11,14,,0,N/A,N/A
18H_I6,18,Herbicide,6,3,2022,9/21/2022,RS,N/A,N/A,4,1,1,3,T,1,0,0,1,2,8,13,,0,N/A,Ungrazed
19C_I1,19,Control,1,1,2020,9/12/2020,RS,N/A,266,5,1,0,1,0,1,0,0,10,11,12,16,,0,N/A,N/A
19C_I1,19,Control,1,1,2021,9/1/2021,RS,BW,N/A,5,1,1,1,1,2,0,0,1,6,9,10,,0,N/A,N/A
19C_I1,19,Control,1,1,2022,9/16/2022,RS,N/A,N/A,5,1,1,1,1,2,0,0,4,5,10,12,,0,N/A,Ungrazed
19C_I2,19,Control,2,1,2020,9/12/2020,RS,N/A,33,6,1,0,0,0,1,0,0,4,7,13,14,,0,N/A,N/A
19C_I2,19,Control,2,1,2021,12/8/2021,RS,MR,N/A,5,1,1,1,1,1,0,0,unk,unk,unk,unk,Data and location of random #s lost/misplaced. Took cover data 12/8/2021,0,N/A,N/A
19C_I2,19,Control,2,1,2022,9/16/2022,RS,N/A,N/A,5,T,1,0,0,2,0,0,3,9,12,14,,1,N/A,Ungrazed
19C_I3,19,Control,3,2,2020,9/12/2020,MMR,N/A,100,5,T,0,T,T,1,0,1,5,6,10,11,,0,N/A,N/A
19C_I3,19,Control,3,2,2021,9/1/2021,RS,BW,N/A,4,1,1,1,3,1,0,0,9,11,14,16,,0,N/A,N/A
19C_I3,19,Control,3,2,2022,9/16/2022,RS,N/A,N/A,5,1,0,1,1,2,0,0,2,4,5,15,,0,N/A,Ungrazed
19C_I4,19,Control,4,2,2020,9/12/2020,MMR,N/A,169,2,2,0,1,0,3,2,0,1,3,10,16,,0,N/A,N/A
19C_I4,19,Control,4,2,2021,9/1/2021,RS,BW,N/A,2,1,2,T,4,1,2,0,2,4,6,7,,0,N/A,N/A
19C_I4,19,Control,4,2,2022,9/16/2022,RS,N/A,N/A,4,2,2,T,2,1,2,0,4,6,7,9,,0,N/A,Ungrazed
19C_I5,19,Control,5,3,2020,9/14/2020,EM,N/A,65,4,1,0,0,0,2,0,2,7,8,9,15,,0,N/A,N/A
19C_I5,19,Control,5,3,2021,9/1/2021,MR,DB,N/A,3,1,2,T,3,3,0,2,2,7,11,13,,0,N/A,N/A
19C_I5,19,Control,5,3,2022,9/7/2022,RS,N/A,N/A,4,1,T,1,1,3,0,2,5,6,7,11,,0,N/A,Ungrazed
19C_I6,19,Control,6,3,2020,9/14/2020,AI,MMR,26,4,2,0,1,0,2,2,0,2,6,11,14,,0,N/A,N/A
19C_I6,19,Control,6,3,2021,9/1/2021,MR,DB,N/A,3,1,2,0,2,3,2,0,1,7,9,16,,0,N/A,N/A
19C_I6,19,Control,6,3,2022,9/7/2022,RS,N/A,N/A,4,2,1,T,1,3,2,0,4,11,12,13,,0,N/A,Ungrazed
19H_I1,19,Herbicide,1,1,2020,9/16/2020,RS,AI,0,5,1,0,0,0,1,0,0,1,9,13,15,,0,N/A,N/A
19H_I1,19,Herbicide,1,1,2021,9/1/2021,MR,ELM,N/A,3,T,1,1,4,2,0,0,3,8,12,16,,0,N/A,N/A
19H_I1,19,Herbicide,1,1,2022,9/7/2022,RS,N/A,N/A,4,1,2,2,2,0,0,0,6,8,9,13,,0,N/A,Ungrazed
19H_I2,19,Herbicide,2,1,2020,9/16/2020,MMR,N/A,34,5,1,0,T,0,2,0,0,2,7,13,16,,0,N/A,N/A
19H_I2,19,Herbicide,2,1,2021,9/1/2021,MR,ELM,N/A,3,1,1,T,1,3,0,0,4,5,9,12,,0,N/A,N/A
19H_I2,19,Herbicide,2,1,2022,9/7/2022,RS,N/A,N/A,5,1,0,1,1,1,0,0,1,3,6,13,,0,N/A,Ungrazed
19H_I3,19,Herbicide,3,2,2020,9/16/2020,EM,N/A,175,4,T,0,0,0,1,0,2,1,6,7,13,,0,N/A,N/A
19H_I3,19,Herbicide,3,2,2021,8/31/2021,AI,ELM,N/A,4,1,T,0,1,1,0,2,3,5,12,15,,0,N/A,N/A
19H_I3,19,Herbicide,3,2,2022,9/7/2022,RS,N/A,N/A,5,2,T,0,0,T,0,0,4,5,7,11,,0,N/A,Ungrazed
19H_I4,19,Herbicide,4,2,2020,9/16/2020,MMR,N/A,323,5,T,0,2,0,1,0,0,6,9,13,15,,0,N/A,N/A
19H_I4,19,Herbicide,4,2,2021,8/31/2021,ELM,AI,N/A,4,1,2,T,2,1,0,0,1,4,7,9,,0,N/A,N/A
19H_I4,19,Herbicide,4,2,2022,9/7/2022,RS,N/A,N/A,6,1,1,T,1,0,0,0,4,5,8,15,,T,N/A,Ungrazed
19H_I5,19,Herbicide,5,3,2020,9/14/2020,AI,RS,299,4,1,0,0,0,3,1,0,3,11,13,15,,0,N/A,N/A
19H_I5,19,Herbicide,5,3,2021,8/31/2021,RS,ELM,N/A,3,1,2,0,2,3,1,0,6,7,14,15,,0,N/A,N/A
19H_I5,19,Herbicide,5,3,2022,9/7/2022,RS,N/A,N/A,5,2,T,0,1,0,0,0,6,8,12,15,,0,N/A,Ungrazed
19H_I6,19,Herbicide,6,3,2020,9/14/2020,AI,RS,283,5,1,0,1,0,2,0,0,3,5,8,16,,0,N/A,N/A
19H_I6,19,Herbicide,6,3,2021,8/31/2021,ELM,RS,N/A,3,1,2,0,2,2,0,0,3,4,11,13,,0,N/A,N/A
19H_I6,19,Herbicide,6,3,2022,9/7/2022,RS,N/A,N/A,4,1,2,T,2,0,0,0,4,11,15,16,,0,N/A,Ungrazed
20C_I1,20,Control,1,1,2020,10/7/2020,AI,MMR,30,5,1,0,T,0,1,0,0,2,8,9,11,,0,N/A,N/A
20C_I1,20,Control,1,1,2021,9/3/2021,RS,SL,N/A,4,1,1,T,2,2,1,0,1,5,9,13,,0,N/A,N/A
20C_I1,20,Control,1,1,2022,9/17/2022,RS,N/A,N/A,4,1,1,1,2,2,1,0,4,7,11,16,"PVC unearthed, replaced as near as possible to original location using GPS coordinates",0,N/A,Ungrazed
20C_I2,20,Control,2,1,2020,10/7/2020,AI,MMR,312,6,T,0,T,0,0,0,0,2,8,9,16,,0,N/A,N/A
20C_I2,20,Control,2,1,2021,9/3/2021,RS,SL,N/A,4,1,2,T,2,1,0,0,1,4,13,16,,0,N/A,N/A
20C_I2,20,Control,2,1,2022,9/17/2022,RS,N/A,N/A,5,1,1,1,2,1,0,0,7,9,11,14,,0,N/A,Ungrazed
20C_I3,20,Control,3,2,2020,10/7/2020,AI,MMR,108,5,T,0,T,0,1,0,0,1,4,12,13,,0,N/A,N/A
20C_I3,20,Control,3,2,2021,9/3/2021,RS,SL,N/A,4,1,2,T,3,1,0,0,1,9,10,11,,0,N/A,N/A
20C_I3,20,Control,3,2,2022,9/17/2022,RS,N/A,N/A,4,2,1,2,2,1,0,0,1,3,6,15,,0,N/A,Ungrazed
20C_I4,20,Control,4,2,2020,10/7/2020,AI,MMR,301,5,T,0,0,0,1,0,0,2,3,4,5,,0,N/A,N/A
20C_I4,20,Control,4,2,2021,9/3/2021,RS,SL,N/A,5,1,1,T,1,2,0,0,11,12,13,15,,0,N/A,N/A
20C_I4,20,Control,4,2,2022,9/17/2022,RS,N/A,N/A,5,1,T,1,T,2,0,0,2,5,8,11,,0,N/A,Ungrazed
20C_I5,20,Control,5,3,2020,10/7/2020,AI,MMR,11,5,1,0,1,0,0,1,0,2,7,9,12,,0,N/A,N/A
20C_I5,20,Control,5,3,2021,9/3/2021,RS,SL,N/A,4,1,2,1,3,1,1,0,10,11,12,13,,0,N/A,N/A
20C_I5,20,Control,5,3,2022,9/17/2022,RS,N/A,N/A,4,1,2,2,3,0,1,0,1,2,8,9,,0,N/A,Ungrazed
20C_I6,20,Control,6,3,2020,10/7/2020,AI,MMR,217,5,1,0,1,0,1,1,0,6,7,10,14,,0,N/A,N/A
20C_I6,20,Control,6,3,2021,9/3/2021,RS,SL,N/A,4,T,1,1,3,2,1,0,2,6,8,16,,0,N/A,N/A
20C_I6,20,Control,6,3,2022,9/17/2022,RS,N/A,N/A,4,1,1,3,1,1,1,0,1,4,5,12,BOER4 present ,0,N/A,Ungrazed
20H_I1,20,Herbicide,1,1,2020,10/5/2020,MMR,EM,180,3,2,0,1,0,1,3,0,2,9,11,13,,0,N/A,N/A
20H_I1,20,Herbicide,1,1,2021,9/7/2021,MR,AI,N/A,3,2,1,1,1,2,3,0,3,9,13,14,,0,N/A,N/A
20H_I1,20,Herbicide,1,1,2022,9/16/2022,RS,N/A,N/A,3,1,1,3,T,2,3,0,2,3,4,7,,0,N/A,Ungrazed
20H_I2,20,Herbicide,2,1,2020,10/5/2020,MMR,EM,113,6,1,0,0,0,T,0,0,9,10,12,15,,0,N/A,N/A
20H_I2,20,Herbicide,2,1,2021,9/7/2021,AI,N/A,N/A,5,T,1,1,1,T,0,0,10,11,13,16,,0,N/A,N/A
20H_I2,20,Herbicide,2,1,2022,9/16/2022,RS,N/A,N/A,6,1,0,T,1,0,0,0,5,11,14,16,,0,N/A,Ungrazed
20H_I3,20,Herbicide,3,2,2020,10/5/2020,MMR,EM,24,6,1,0,T,0,1,0,0,5,9,13,14,,0,N/A,N/A
20H_I3,20,Herbicide,3,2,2021,9/4/2021,RS,MR,N/A,5,1,2,1,1,1,0,0,8,9,12,14,,0,N/A,N/A
20H_I3,20,Herbicide,3,2,2022,9/17/2022,RS,N/A,N/A,4,1,2,2,2,0,0,0,2,4,5,12,,0,N/A,Ungrazed
20H_I4,20,Herbicide,4,2,2020,10/5/2020,MMR,EM,161,5,T,0,0,0,2,0,0,8,12,15,16,,0,N/A,N/A
20H_I4,20,Herbicide,4,2,2021,9/4/2021,RS,N/A,N/A,4,T,1,1,3,2,0,0,6,9,11,12,,0,N/A,N/A
20H_I4,20,Herbicide,4,2,2022,9/17/2022,RS,N/A,N/A,4,1,2,3,1,0,0,0,1,5,7,16,,0,N/A,Ungrazed
20H_I5,20,Herbicide,5,3,2020,10/5/2020,MMR,EM,247,5,T,0,0,0,1,0,0,2,5,6,15,,0,N/A,N/A
20H_I5,20,Herbicide,5,3,2021,9/4/2021,RS,N/A,N/A,4,T,1,1,2,2,0,0,5,10,15,16,,0,N/A,N/A
20H_I5,20,Herbicide,5,3,2022,9/17/2022,RS,N/A,N/A,3,1,2,1,4,0,0,0,7,12,13,15,,0,N/A,Ungrazed
20H_I6,20,Herbicide,6,3,2020,10/5/2020,MMR,EM,320,6,T,0,0,0,0,0,0,2,8,12,14,,0,N/A,N/A
20H_I6,20,Herbicide,6,3,2021,9/4/2021,RS,N/A,N/A,5,1,1,2,2,0,0,0,4,5,14,16,,0,N/A,N/A
20H_I6,20,Herbicide,6,3,2022,9/17/2022,RS,N/A,N/A,3,1,1,1,3,0,0,0,2,4,5,12,,0,N/A,Ungrazed
